EmployeeID,Age,Gender,MaritalStatus,City,Department,JobRole,Education,YearsAtCompany,YearsInCurrentRole,MonthlyIncome,BusinessTravel,DistanceFromHome_km,JobSatisfaction,WorkLifeBalance,PerformanceRating,OverTime,TrainingTimesLastYear,NumCompaniesWorked,HireDate,Attrition,PercentSalaryHike,StockOptionLevel,EnvironmentSatisfaction,RelationshipSatisfaction
EMP1167,46,Female,Single,Hyderabad,Product,Product Analyst,PhD,4,2,120667,No Travel,28,1,4,3,No,3,5,2022-07-10,No,13,0,3,3
EMP1168,37,Male,Married,Delhi,Legal,Legal Analyst,High School,2,2,85382,Travel Frequently,1,3,2,4,No,5,0,2022-11-08,No,7,2,4,3
EMP1169,45,Male,Divorced,Bangalore,Product,Product Analyst,High School,1,1,119087,Travel Rarely,4,3,3,4,No,3,4,2020-03-11,No,22,2,3,1
EMP1170,30,Female,Single,Kolkata,Finance,Auditor,PhD,6,0,61274,Travel Frequently,23,4,2,2,No,1,1,2023-09-14,No,19,3,3,4
EMP1171,22,Male,Single,Delhi,Finance,Auditor,Master,0,0,89121,Travel Rarely,6,3,4,3,Yes,4,3,2019-09-16,No,13,3,4,4
EMP1172,30,Male,Single,Chennai,Product,UX Designer,Master,6,5,104017,Travel Rarely,7,4,3,3,No,5,2,2021-06-28,No,25,1,3,3
EMP1173,44,Male,Divorced,Hyderabad,Sales,Sales Executive,High School,17,12,78069,No Travel,14,3,4,3,No,6,0,2022-10-19,No,6,1,2,4
EMP1174,31,Male,Divorced,Pune,Operations,Logistics Coordinator,PhD,0,0,81410,Travel Frequently,24,3,3,3,No,5,4,2016-08-14,No,6,3,3,4
EMP1175,22,Male,Divorced,Bangalore,Sales,Sales Executive,Master,0,0,62097,No Travel,24,3,3,4,No,4,1,2019-12-09,No,10,1,3,2
EMP1176,39,Female,Divorced,Hyderabad,Engineering,QA Engineer,Master,17,15,77468,Travel Frequently,30,2,3,3,Yes,1,8,2013-08-11,No,16,0,4,2
EMP1177,55,Female,Married,Bangalore,HR,Recruiter,PhD,2,2,82398,Travel Frequently,11,1,2,3,Yes,2,0,2013-07-29,No,8,2,3,4
EMP1178,42,Female,Married,Hyderabad,HR,HR Manager,Master,12,10,88830,No Travel,17,2,4,3,No,2,5,2012-07-17,No,21,0,4,2
EMP1179,35,Female,Divorced,Kolkata,Engineering,Software Engineer,High School,10,10,102306,No Travel,25,2,3,3,No,5,0,2014-10-13,No,19,2,1,1
EMP1180,57,Male,Divorced,Hyderabad,Finance,Finance Manager,High School,2,2,90477,Travel Frequently,22,3,3,3,No,3,0,2015-02-08,No,7,2,4,2
EMP1181,40,Male,Married,Pune,Operations,Operations Manager,Master,14,0,65333,Travel Frequently,10,2,3,3,No,4,8,2010-09-10,No,9,0,1,3
EMP1182,41,Female,Single,Hyderabad,Legal,Legal Counsel,Bachelor,6,5,103890,Travel Frequently,27,4,2,4,Yes,4,0,2017-09-17,No,22,3,3,1
EMP1183,28,Male,Married,Delhi,Marketing,SEO Analyst,PhD,1,1,87072,Travel Frequently,29,3,2,3,Yes,0,4,2020-12-05,No,23,1,3,3
EMP1184,32,Female,Married,Delhi,Sales,Sales Manager,Master,0,0,68441,Travel Rarely,29,2,3,3,No,2,8,2014-12-20,No,8,1,3,1
EMP1185,56,Male,Single,Chennai,Operations,Supply Chain Analyst,Master,6,4,59188,Travel Frequently,13,4,3,4,No,4,7,2011-09-19,No,25,1,3,2
EMP1186,51,Male,Married,Bangalore,Operations,Supply Chain Analyst,Bachelor,16,4,72041,Travel Frequently,6,2,4,1,No,5,7,2018-11-25,No,16,0,2,3
EMP1187,45,Female,Single,Pune,Marketing,SEO Analyst,Master,7,4,49928,Travel Frequently,21,3,4,4,No,0,8,2014-08-21,No,23,1,3,3
EMP1188,46,Male,Single,Hyderabad,Marketing,SEO Analyst,Master,7,3,75690,No Travel,15,4,4,3,Yes,1,2,2017-11-30,No,10,2,3,4
EMP1189,43,Male,Single,Pune,HR,Training Coordinator,High School,3,1,67283,No Travel,19,3,3,3,Yes,1,2,2020-09-27,No,13,1,3,3
EMP1190,27,Male,Divorced,Pune,Engineering,Data Analyst,Master,1,0,90045,Travel Frequently,25,4,3,2,No,6,5,2020-07-28,No,19,0,2,3
EMP1191,34,Male,Single,Delhi,Marketing,Marketing Manager,Bachelor,8,8,94361,No Travel,2,3,2,4,No,4,6,2021-04-24,No,21,3,3,1
EMP1192,52,Female,Single,Kolkata,Legal,Compliance Officer,High School,25,9,105194,Travel Frequently,9,4,3,3,Yes,1,8,2017-11-11,No,18,2,2,3
EMP1193,55,Female,Divorced,Mumbai,Engineering,Software Engineer,Master,0,0,85002,No Travel,9,3,2,3,No,2,6,2014-08-10,No,22,3,2,3
EMP1194,41,Male,Single,Chennai,Product,Product Analyst,PhD,18,10,85842,Travel Frequently,6,3,3,4,No,5,0,2018-12-06,No,10,3,4,1
EMP1195,52,Female,Divorced,Chennai,Marketing,Content Writer,High School,29,24,80253,No Travel,20,1,1,2,No,3,7,2011-12-24,Yes,19,0,2,3
EMP1196,24,Female,Married,Pune,Operations,Supply Chain Analyst,PhD,2,1,72048,Travel Frequently,9,3,3,3,No,0,3,2015-03-13,No,21,0,3,1
EMP1197,57,Female,Single,Delhi,Marketing,SEO Analyst,High School,29,17,79311,No Travel,1,3,2,3,No,4,8,2017-10-17,No,14,2,4,4
EMP1198,50,Male,Married,Hyderabad,Operations,Logistics Coordinator,PhD,12,10,74784,No Travel,16,3,3,4,No,0,3,2015-06-16,No,15,3,4,3
EMP1199,37,Male,Married,Pune,Engineering,Data Analyst,Bachelor,9,3,65824,Travel Frequently,6,3,3,4,No,2,3,2017-09-02,Yes,13,1,2,4
EMP1200,28,Female,Divorced,Kolkata,Sales,Account Manager,Master,0,0,103402,No Travel,11,3,1,4,No,4,8,2021-01-18,No,13,3,2,3
EMP1201,52,Female,Divorced,Hyderabad,Engineering,QA Engineer,High School,30,21,96272,No Travel,15,4,3,4,Yes,4,6,2021-04-09,No,23,0,2,3
EMP1202,57,Female,Married,Mumbai,Operations,Supply Chain Analyst,PhD,8,2,57831,Travel Frequently,12,2,3,3,No,6,2,2020-07-28,No,23,1,4,3
EMP1203,46,Female,Married,Mumbai,HR,Training Coordinator,Master,6,4,50633,Travel Frequently,17,3,2,1,No,5,0,2013-05-10,No,17,0,3,1
EMP1204,28,Male,Divorced,Chennai,Operations,Process Manager,Bachelor,3,2,84218,Travel Rarely,12,4,2,3,Yes,0,5,2015-10-30,No,21,3,4,3
EMP1205,40,Male,Single,Bangalore,Marketing,Brand Manager,Master,14,3,81965,Travel Rarely,28,4,3,3,No,3,5,2013-04-01,No,25,2,3,3
EMP1206,50,Male,Divorced,Mumbai,Legal,Paralegal,High School,24,6,111219,No Travel,24,3,2,3,No,1,6,2018-02-23,No,8,0,1,4
EMP1207,47,Female,Married,Pune,Engineering,Software Engineer,Bachelor,16,4,111519,Travel Frequently,8,1,4,3,No,1,2,2011-11-13,Yes,5,0,3,4
EMP1208,51,Female,Divorced,Pune,Sales,Sales Manager,Master,27,11,81537,Travel Rarely,21,4,3,2,No,3,8,2016-02-10,No,12,0,3,3
EMP1209,41,Male,Married,Kolkata,Operations,Supply Chain Analyst,Master,0,0,45504,No Travel,10,1,4,3,No,3,8,2013-01-21,No,16,1,3,3
EMP1210,32,Female,Married,Pune,Legal,Compliance Officer,Master,10,6,80942,No Travel,26,3,3,2,No,4,1,2018-06-27,No,10,1,2,3
EMP1211,53,Male,Single,Hyderabad,Product,Product Analyst,Bachelor,6,0,84173,Travel Rarely,15,2,2,3,Yes,5,3,2013-05-31,Yes,15,3,2,4
EMP1212,24,Female,Single,Hyderabad,Sales,Sales Manager,Bachelor,1,1,55020,Travel Rarely,9,1,3,4,Yes,6,3,2013-04-11,Yes,6,1,3,4
EMP1213,46,Female,Single,Mumbai,HR,Training Coordinator,High School,21,21,91076,No Travel,21,3,3,3,Yes,3,1,2017-03-31,Yes,12,3,2,2
EMP1214,47,Female,Single,Pune,Operations,Operations Manager,Master,25,24,58140,Travel Frequently,6,3,2,3,No,1,0,2010-12-11,No,6,2,3,3
EMP1215,53,Female,Divorced,Bangalore,Marketing,Content Writer,Master,7,0,64830,Travel Rarely,13,4,3,4,Yes,5,7,2022-07-11,No,22,2,3,3
EMP1216,42,Female,Married,Hyderabad,Finance,Finance Manager,PhD,14,11,71780,No Travel,18,1,2,3,Yes,2,0,2023-06-06,No,24,2,4,2
EMP1217,34,Male,Single,Bangalore,Marketing,Brand Manager,High School,8,3,84767,No Travel,3,3,2,3,Yes,5,7,2022-05-15,Yes,11,0,1,3
EMP1218,55,Male,Married,Kolkata,Legal,Legal Analyst,High School,19,11,100884,Travel Frequently,16,3,1,2,No,5,6,2015-09-28,Yes,16,0,4,2
EMP1219,41,Male,Divorced,Pune,Engineering,Software Engineer,PhD,2,2,123733,No Travel,19,3,2,3,No,1,5,2021-08-26,Yes,19,3,4,2
EMP1220,54,Female,Married,Kolkata,Finance,Auditor,PhD,10,5,95629,Travel Frequently,28,3,2,3,No,2,3,2021-12-22,No,23,1,3,3
EMP1221,50,Female,Single,Bangalore,Operations,Logistics Coordinator,Master,14,0,95410,Travel Frequently,1,3,3,4,No,2,4,2010-01-02,No,22,1,1,3
EMP1222,38,Female,Married,Bangalore,Finance,Accountant,PhD,11,11,110112,Travel Frequently,3,1,3,4,No,5,1,2015-08-09,No,24,2,1,4
EMP1223,25,Male,Divorced,Kolkata,Legal,Legal Counsel,PhD,2,0,78267,Travel Rarely,30,4,2,4,No,4,8,2019-09-28,No,6,2,3,2
EMP1224,25,Female,Divorced,Pune,HR,Recruiter,High School,3,3,91563,Travel Rarely,3,3,4,2,Yes,2,1,2023-05-08,No,17,3,4,2
EMP1225,57,Female,Divorced,Chennai,Finance,Auditor,High School,6,0,85042,Travel Frequently,14,3,2,3,Yes,6,6,2022-10-25,No,18,2,2,2
EMP1226,32,Male,Single,Pune,Engineering,Data Analyst,High School,5,1,101403,Travel Frequently,25,4,2,3,No,1,2,2019-12-02,No,14,0,2,4
EMP1227,52,Male,Married,Chennai,Operations,Process Manager,High School,0,0,62757,No Travel,23,4,3,3,No,1,0,2022-01-25,No,14,1,4,3
EMP1228,22,Male,Married,Chennai,Engineering,QA Engineer,High School,0,0,85927,Travel Rarely,13,3,2,4,Yes,5,8,2016-02-01,No,7,1,2,4
EMP1229,37,Male,Divorced,Mumbai,Engineering,Software Engineer,PhD,9,0,82182,Travel Frequently,9,3,3,1,No,4,4,2018-10-28,No,12,1,2,3
EMP1230,46,Female,Married,Chennai,Finance,Financial Analyst,Bachelor,16,6,114541,Travel Frequently,30,3,3,3,No,2,2,2023-09-27,No,23,1,4,2
EMP1231,31,Male,Married,Delhi,Finance,Auditor,PhD,9,4,111827,Travel Rarely,24,3,2,3,No,1,4,2017-02-13,Yes,9,1,2,2
EMP1232,36,Male,Married,Delhi,Operations,Supply Chain Analyst,PhD,3,1,81243,No Travel,12,2,4,4,No,5,3,2018-01-22,Yes,12,0,3,4
EMP1233,36,Female,Married,Bangalore,Operations,Process Manager,PhD,11,6,80409,No Travel,23,4,4,2,No,3,6,2014-07-20,No,15,3,3,3
EMP1234,50,Male,Single,Mumbai,Engineering,Software Engineer,PhD,14,6,115736,Travel Rarely,17,3,4,2,Yes,3,4,2010-12-14,No,19,1,3,3
EMP1235,51,Female,Married,Delhi,Engineering,DevOps Engineer,High School,26,5,103434,Travel Rarely,13,4,4,2,No,1,3,2012-01-11,No,19,0,2,3
EMP1236,27,Female,Single,Kolkata,Finance,Financial Analyst,Bachelor,0,0,98668,Travel Frequently,13,3,4,3,No,1,2,2018-02-21,Yes,10,1,2,3
EMP1237,41,Female,Divorced,Kolkata,Legal,Paralegal,High School,14,9,74481,Travel Rarely,16,2,3,2,Yes,3,3,2014-01-20,Yes,11,3,3,3
EMP1238,57,Male,Divorced,Chennai,Engineering,DevOps Engineer,Master,8,5,101644,No Travel,28,2,1,2,No,1,0,2022-07-04,No,8,3,4,2
EMP1239,51,Male,Married,Delhi,Operations,Supply Chain Analyst,Bachelor,23,3,75606,Travel Frequently,27,3,3,3,Yes,3,4,2010-10-21,Yes,15,3,3,3
EMP1240,58,Female,Married,Chennai,Engineering,Software Engineer,Master,23,4,126095,Travel Frequently,14,3,4,3,No,2,7,2021-11-12,No,21,3,3,2
EMP1241,34,Female,Married,Chennai,HR,HR Analyst,Bachelor,0,0,49263,Travel Frequently,2,4,4,2,No,3,3,2020-06-05,No,14,2,4,2
EMP1242,29,Female,Single,Pune,Sales,Sales Executive,Bachelor,5,3,70062,No Travel,16,2,2,1,No,5,7,2022-10-05,No,22,2,3,4
EMP1243,58,Male,Married,Kolkata,Engineering,Data Analyst,High School,23,10,105617,Travel Rarely,3,3,4,2,No,2,8,2022-06-15,No,10,3,2,2
EMP1244,24,Female,Single,Kolkata,Operations,Logistics Coordinator,Bachelor,1,0,67021,Travel Rarely,4,4,2,3,No,1,8,2021-02-23,No,5,3,4,2
EMP1245,55,Male,Married,Delhi,Sales,Sales Manager,High School,9,0,95070,Travel Rarely,24,4,3,2,No,1,0,2013-03-19,No,24,0,2,4
EMP1246,23,Male,Single,Mumbai,Marketing,SEO Analyst,High School,1,0,82353,Travel Frequently,9,2,2,2,No,0,8,2014-09-16,No,21,0,2,3
EMP1247,31,Male,Single,Delhi,Sales,Business Development,High School,4,0,83467,Travel Rarely,29,2,3,3,Yes,3,6,2013-11-04,Yes,10,3,3,2
EMP1248,51,Female,Married,Delhi,HR,HR Manager,Bachelor,18,10,49937,Travel Rarely,5,3,4,3,No,1,7,2020-07-03,Yes,20,0,1,2
EMP1249,32,Male,Married,Chennai,Product,Scrum Master,PhD,4,3,115663,Travel Frequently,21,3,3,3,Yes,4,6,2023-07-23,No,12,1,3,4
EMP1250,43,Male,Divorced,Pune,Legal,Legal Counsel,PhD,6,0,108090,Travel Frequently,22,3,2,4,No,1,7,2023-04-04,No,15,0,4,2
EMP1251,28,Male,Single,Pune,Legal,Legal Counsel,Bachelor,5,3,108100,Travel Frequently,29,1,2,3,Yes,4,4,2018-07-02,No,17,3,2,3
EMP1252,58,Female,Single,Kolkata,Sales,Business Development,Master,25,1,103000,Travel Rarely,1,3,4,4,No,4,8,2016-10-30,No,6,0,3,4
EMP1253,40,Female,Single,Bangalore,Sales,Sales Executive,PhD,0,0,63949,Travel Rarely,6,3,3,3,No,5,2,2023-03-28,No,14,1,2,1
EMP1254,53,Female,Divorced,Bangalore,Engineering,DevOps Engineer,PhD,21,16,89197,Travel Rarely,30,3,3,3,No,4,8,2013-01-17,Yes,19,3,3,2
EMP1255,37,Male,Single,Pune,Engineering,QA Engineer,Master,8,7,87436,Travel Frequently,16,1,3,1,No,4,1,2022-04-02,No,21,0,2,3
EMP1256,25,Female,Single,Hyderabad,Marketing,SEO Analyst,Master,2,2,76705,Travel Frequently,10,3,3,3,No,6,4,2010-03-30,No,6,3,3,3
EMP1257,40,Male,Divorced,Bangalore,Operations,Operations Manager,Bachelor,15,14,49790,Travel Rarely,1,2,3,4,Yes,2,2,2021-05-04,Yes,13,1,3,4
EMP1258,27,Male,Single,Chennai,Engineering,Data Analyst,Master,1,0,99996,Travel Frequently,21,3,3,4,No,5,4,2013-06-16,No,8,0,2,3
EMP1259,56,Female,Divorced,Pune,Operations,Process Manager,High School,7,1,65249,Travel Frequently,13,4,1,2,No,3,5,2018-10-01,No,18,2,2,2
EMP1260,47,Male,Divorced,Hyderabad,Marketing,SEO Analyst,High School,14,0,89659,Travel Rarely,11,2,2,3,No,1,1,2015-06-04,No,21,0,3,3
EMP1261,34,Male,Single,Kolkata,Operations,Logistics Coordinator,Bachelor,0,0,46732,Travel Frequently,23,4,2,3,No,0,2,2012-01-24,Yes,8,1,2,3
EMP1262,39,Female,Single,Delhi,Marketing,Brand Manager,High School,13,7,85256,No Travel,9,2,1,4,No,0,6,2017-04-03,No,10,3,2,3
EMP1263,28,Male,Single,Pune,Legal,Compliance Officer,PhD,3,2,101785,No Travel,5,3,4,2,Yes,3,5,2012-04-26,Yes,17,0,3,4
EMP1264,49,Female,Married,Pune,Product,Scrum Master,Master,12,6,121021,No Travel,18,4,4,1,No,4,1,2011-07-29,No,16,2,1,3
EMP1265,33,Female,Divorced,Bangalore,Operations,Supply Chain Analyst,Bachelor,8,0,47545,No Travel,3,3,2,3,No,3,0,2018-08-14,No,23,1,3,1
EMP1266,56,Male,Divorced,Pune,Operations,Process Manager,PhD,30,30,88881,Travel Frequently,4,2,2,1,No,3,8,2020-01-29,No,9,1,4,1
EMP1267,23,Male,Married,Chennai,Finance,Auditor,Bachelor,1,0,111207,No Travel,27,2,2,3,Yes,2,1,2023-11-14,Yes,20,1,1,2
EMP1268,42,Male,Single,Mumbai,Sales,Sales Manager,Bachelor,3,3,106609,No Travel,11,4,2,3,Yes,1,5,2022-12-02,No,22,1,3,4
EMP1269,28,Female,Married,Pune,Engineering,DevOps Engineer,PhD,6,5,117120,No Travel,23,4,1,2,Yes,0,3,2023-09-27,No,9,2,3,3
EMP1270,33,Male,Divorced,Mumbai,Finance,Financial Analyst,Bachelor,11,7,85792,Travel Frequently,17,2,1,4,Yes,0,3,2011-12-23,No,13,0,2,4
EMP1271,33,Male,Single,Pune,Product,Scrum Master,High School,2,2,108778,No Travel,15,2,2,3,No,6,2,2010-12-20,Yes,5,3,3,1
EMP1272,42,Male,Single,Delhi,HR,Training Coordinator,PhD,13,0,53258,Travel Rarely,13,2,2,2,No,1,2,2017-04-22,No,11,3,2,3
EMP1273,44,Female,Single,Mumbai,Product,UX Designer,Bachelor,8,2,75835,Travel Frequently,6,2,2,3,No,3,8,2012-11-08,Yes,12,0,3,3
EMP1274,51,Male,Married,Hyderabad,HR,Training Coordinator,High School,8,7,44119,Travel Frequently,5,2,3,2,No,4,8,2019-08-09,No,6,3,3,3
EMP1275,53,Female,Divorced,Mumbai,Marketing,Brand Manager,Bachelor,7,7,52120,Travel Frequently,1,2,3,3,Yes,0,0,2010-04-12,No,19,3,4,4
EMP1276,45,Female,Divorced,Chennai,Legal,Compliance Officer,Bachelor,20,2,85714,Travel Frequently,25,4,2,2,Yes,3,5,2010-01-12,No,6,2,4,2
EMP1277,24,Female,Divorced,Kolkata,Sales,Sales Manager,Bachelor,1,0,71506,Travel Rarely,4,4,2,3,No,4,5,2022-07-14,No,13,3,2,1
EMP1278,53,Male,Single,Delhi,Sales,Sales Manager,High School,16,2,80736,Travel Rarely,26,4,4,3,No,2,2,2012-10-02,No,14,0,2,2
EMP1279,31,Male,Married,Bangalore,Finance,Auditor,High School,3,0,87090,No Travel,24,3,2,4,No,3,8,2010-07-05,No,25,2,3,2
EMP1280,55,Female,Single,Bangalore,Sales,Sales Manager,Master,26,9,81991,Travel Rarely,12,4,2,2,Yes,3,2,2020-04-09,No,24,1,3,2
EMP1281,32,Female,Single,Mumbai,Finance,Accountant,PhD,3,1,61895,Travel Frequently,11,3,2,3,No,5,4,2017-02-06,No,8,0,3,3
EMP1282,42,Male,Divorced,Pune,Finance,Auditor,PhD,4,2,54867,Travel Frequently,19,3,3,3,Yes,6,1,2022-04-02,No,20,0,2,3
EMP1283,47,Female,Single,Hyderabad,Operations,Operations Manager,High School,19,17,89225,Travel Rarely,30,3,2,3,No,6,1,2020-01-02,No,21,3,2,2
EMP1284,47,Male,Single,Pune,Engineering,Data Analyst,PhD,4,3,108185,Travel Rarely,18,2,3,3,No,6,4,2019-08-05,No,10,3,3,3
EMP1285,35,Female,Married,Bangalore,Marketing,Content Writer,PhD,4,4,73418,No Travel,21,4,4,2,Yes,3,3,2021-10-13,No,10,3,2,3
EMP1286,53,Female,Married,Bangalore,Operations,Logistics Coordinator,PhD,17,7,83972,No Travel,4,2,4,1,No,3,1,2015-01-14,Yes,13,3,4,1
EMP1287,58,Male,Single,Mumbai,Sales,Sales Manager,PhD,13,11,100416,No Travel,6,3,3,4,Yes,2,5,2020-09-04,No,10,0,2,3
EMP1288,40,Female,Divorced,Kolkata,Sales,Sales Executive,Master,9,4,80905,Travel Frequently,11,2,1,4,No,4,5,2011-09-22,No,8,2,4,1
EMP1289,53,Male,Married,Delhi,Operations,Logistics Coordinator,High School,13,1,63196,No Travel,23,2,2,2,No,4,0,2013-08-28,Yes,20,2,2,3
EMP1290,33,Female,Divorced,Kolkata,Product,Product Analyst,High School,11,1,83049,No Travel,3,2,2,4,Yes,1,7,2012-08-29,No,18,0,2,1
EMP1291,29,Female,Single,Hyderabad,Engineering,QA Engineer,Bachelor,4,2,62443,Travel Frequently,6,4,4,4,Yes,1,5,2016-10-07,No,16,1,4,4
EMP1292,28,Male,Single,Chennai,HR,HR Manager,PhD,6,2,72075,Travel Frequently,24,4,2,3,No,0,2,2010-04-25,No,19,0,2,3
EMP1293,35,Female,Divorced,Pune,Legal,Legal Analyst,High School,8,1,70563,Travel Rarely,23,3,3,3,No,2,7,2012-07-13,No,8,3,2,3
EMP1294,36,Female,Divorced,Hyderabad,Operations,Process Manager,PhD,8,7,66678,Travel Frequently,1,4,3,2,No,1,1,2019-08-07,No,8,1,3,3
EMP1295,26,Female,Divorced,Delhi,Marketing,Content Writer,Master,2,1,100651,Travel Frequently,9,3,2,4,No,3,6,2017-08-06,No,20,2,2,3
EMP1296,53,Female,Single,Mumbai,Marketing,SEO Analyst,High School,15,2,60156,Travel Frequently,13,4,3,3,Yes,1,8,2013-01-07,Yes,20,3,2,3
EMP1297,56,Female,Married,Delhi,Product,Product Analyst,PhD,10,0,118587,No Travel,15,1,3,4,No,3,2,2022-02-15,No,22,2,4,2
EMP1298,41,Male,Divorced,Hyderabad,Legal,Compliance Officer,PhD,12,4,87197,Travel Rarely,28,3,3,3,No,4,6,2012-06-15,No,24,2,4,2
EMP1299,24,Female,Married,Mumbai,Engineering,Software Engineer,High School,0,0,116411,No Travel,12,4,3,3,No,3,3,2017-10-28,No,25,2,3,4
EMP1300,29,Female,Divorced,Hyderabad,Marketing,SEO Analyst,Master,5,3,56835,Travel Frequently,1,4,3,3,No,2,6,2022-01-28,No,15,0,4,2
EMP1301,53,Male,Married,Mumbai,HR,HR Analyst,High School,16,9,83648,Travel Frequently,3,4,2,3,No,6,6,2017-08-13,Yes,12,0,3,3
EMP1302,26,Female,Single,Delhi,Sales,Business Development,PhD,4,2,96548,Travel Frequently,14,1,4,3,No,2,8,2020-08-29,No,19,1,4,3
EMP1303,35,Male,Divorced,Bangalore,Finance,Auditor,Master,10,7,114636,No Travel,24,4,4,3,No,4,3,2020-06-25,No,9,2,4,3
EMP1304,48,Female,Married,Delhi,Marketing,Content Writer,PhD,8,6,92409,Travel Frequently,26,3,2,3,Yes,1,0,2013-08-08,No,11,1,2,1
EMP1305,24,Female,Divorced,Pune,Operations,Supply Chain Analyst,High School,2,1,70763,Travel Frequently,29,2,2,4,Yes,3,2,2010-06-13,Yes,12,0,3,3
EMP1306,53,Male,Married,Bangalore,Marketing,SEO Analyst,Bachelor,28,3,52509,No Travel,24,2,3,4,No,5,3,2023-06-15,Yes,13,3,3,4
EMP1307,56,Female,Divorced,Mumbai,Engineering,QA Engineer,Master,11,0,107074,Travel Frequently,12,3,4,3,No,1,0,2012-07-14,No,6,1,2,3
EMP1308,56,Male,Married,Bangalore,Sales,Sales Executive,Bachelor,27,14,64015,Travel Frequently,30,3,4,4,Yes,0,5,2019-12-04,No,25,3,4,2
EMP1309,52,Female,Married,Chennai,Marketing,Brand Manager,Master,23,14,70065,Travel Frequently,3,4,4,4,No,4,0,2017-06-18,No,6,1,3,4
EMP1310,47,Male,Divorced,Pune,Finance,Financial Analyst,PhD,6,6,93805,Travel Rarely,25,2,3,2,No,5,7,2017-01-14,No,20,1,2,3
EMP1311,34,Male,Single,Delhi,Sales,Business Development,Bachelor,1,1,74274,Travel Frequently,30,4,3,3,Yes,0,2,2014-01-30,No,6,3,3,3
EMP1312,45,Male,Divorced,Bangalore,Finance,Financial Analyst,Bachelor,5,2,113707,Travel Rarely,4,4,4,3,No,3,7,2012-08-19,Yes,17,1,3,2
EMP1313,34,Female,Single,Hyderabad,HR,HR Analyst,PhD,6,1,52346,Travel Rarely,22,2,3,4,Yes,4,6,2013-04-10,Yes,11,3,3,3
EMP1314,28,Male,Single,Mumbai,Operations,Operations Manager,PhD,4,2,48555,Travel Rarely,20,3,3,3,No,6,5,2017-06-19,No,9,0,3,2
EMP1315,51,Female,Married,Mumbai,Product,Product Analyst,Master,4,4,67911,Travel Rarely,9,2,4,3,No,6,8,2021-11-24,No,15,3,4,2
EMP1316,57,Female,Single,Delhi,Product,UX Designer,High School,27,14,126568,Travel Rarely,15,2,1,2,Yes,5,8,2019-11-14,Yes,20,3,3,4
EMP1317,44,Male,Divorced,Kolkata,Finance,Financial Analyst,Bachelor,2,1,67312,No Travel,7,3,2,2,No,4,3,2016-05-16,No,20,0,4,1
EMP1318,45,Female,Divorced,Pune,Marketing,Brand Manager,High School,18,10,98145,No Travel,21,1,4,2,No,3,7,2012-05-18,No,15,1,2,1
EMP1319,25,Male,Single,Delhi,Operations,Logistics Coordinator,PhD,0,0,73952,Travel Frequently,1,2,4,3,No,0,2,2023-07-05,No,8,2,3,3
EMP1320,44,Female,Married,Chennai,Operations,Supply Chain Analyst,Bachelor,21,13,50497,Travel Frequently,3,4,3,3,No,3,6,2018-03-30,No,7,0,3,4
EMP1321,53,Female,Single,Chennai,HR,Recruiter,PhD,16,9,74626,Travel Frequently,22,1,4,3,No,1,0,2021-10-08,Yes,22,0,4,3
EMP1322,28,Female,Single,Kolkata,Legal,Legal Analyst,Bachelor,3,3,98294,No Travel,22,3,4,3,Yes,5,1,2022-10-01,No,18,2,2,3
EMP1323,43,Male,Single,Bangalore,Product,Product Analyst,PhD,5,3,76459,Travel Frequently,13,4,2,3,No,0,6,2011-10-03,No,24,3,2,4
EMP1324,41,Male,Divorced,Bangalore,Sales,Sales Manager,PhD,2,2,57605,Travel Frequently,21,3,2,4,Yes,3,3,2010-04-24,No,7,2,4,2
EMP1325,29,Female,Single,Mumbai,Legal,Legal Counsel,High School,2,0,113754,Travel Frequently,27,4,3,3,Yes,4,6,2019-12-27,No,18,3,3,3
EMP1326,53,Male,Married,Chennai,Operations,Operations Manager,Master,12,8,70777,No Travel,17,4,4,4,Yes,0,4,2023-04-04,No,25,3,4,2
EMP1327,49,Female,Single,Mumbai,Sales,Sales Manager,PhD,0,0,59692,Travel Frequently,28,3,3,3,No,4,5,2014-04-24,No,20,1,3,2
EMP1328,30,Male,Married,Mumbai,Marketing,Brand Manager,Master,2,2,58451,No Travel,2,4,3,4,Yes,4,2,2023-08-03,No,21,0,4,2
EMP1329,29,Male,Divorced,Hyderabad,Marketing,Content Writer,PhD,3,3,74058,No Travel,23,4,3,4,No,6,1,2017-08-19,No,24,0,4,1
EMP1330,29,Female,Married,Kolkata,Marketing,Content Writer,Bachelor,3,0,97157,No Travel,21,4,3,3,No,1,7,2013-07-10,No,18,0,2,4
EMP1331,54,Male,Single,Kolkata,Sales,Business Development,PhD,5,3,55309,Travel Rarely,14,3,2,3,No,4,7,2018-05-09,No,21,2,4,3
EMP1332,27,Female,Married,Delhi,Engineering,Software Engineer,Master,2,2,80906,Travel Frequently,2,1,4,3,Yes,4,5,2013-09-08,No,16,0,4,4
EMP1333,50,Male,Married,Hyderabad,Finance,Auditor,High School,20,17,67400,Travel Rarely,13,3,2,3,No,5,6,2022-03-18,No,9,2,2,3
EMP1334,32,Male,Married,Mumbai,Operations,Logistics Coordinator,Master,0,0,46950,No Travel,24,4,3,2,No,0,1,2022-02-10,No,19,2,3,1
EMP1335,58,Male,Divorced,Delhi,Sales,Account Manager,Bachelor,22,3,101913,Travel Rarely,22,2,3,2,No,4,8,2021-12-17,No,23,1,4,3
